idx,y_victim,pred_victim,score_victim,EDAD,GENERO.BN0,GENERO.BN1,PAÍS,ETNIA.BN,ORIENTSEX.BN0,ORIENTSEX.BN1
2302,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
3760,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
3321,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
2609,1,1,0.5456885456885456,16.0,True,False,True,True,False,True
329,0,1,0.5456885456885456,15.0,False,True,True,True,True,False
2576,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
3270,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
1248,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
553,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2695,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2762,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
2391,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
3117,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1810,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1210,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
3538,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1154,0,1,0.5456885456885456,15.0,False,True,True,False,False,True
3560,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
3305,1,1,0.5456885456885456,16.0,False,True,False,False,True,False
827,0,1,0.5456885456885456,17.0,True,False,False,True,True,False
2514,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
870,1,1,0.5456885456885456,16.0,True,False,True,False,False,True
826,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2365,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3507,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
3303,1,1,0.5456885456885456,16.0,False,True,True,True,True,False
2214,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
539,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
1446,0,1,0.5456885456885456,14.0,False,True,True,True,True,False
1747,0,1,0.5456885456885456,15.0,False,True,True,False,False,True
2103,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
2869,1,1,0.5456885456885456,16.0,False,True,False,True,True,False
3315,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2956,1,1,0.5456885456885456,17.0,False,True,True,True,True,False
473,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
248,1,0,0.25101214574898784,16.0,True,False,True,False,True,False
3214,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1613,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
3593,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
838,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2980,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1049,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
1314,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
926,0,1,0.5456885456885456,14.0,True,False,False,True,True,False
3761,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
1520,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1020,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2025,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1605,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2731,0,1,0.5456885456885456,14.0,True,False,True,True,True,False
1581,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
369,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
3374,0,1,0.5456885456885456,16.0,True,False,True,True,True,False
1307,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
1235,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2742,1,1,0.5456885456885456,15.0,True,False,True,False,False,True
3330,1,1,0.5456885456885456,16.0,True,False,True,True,True,False
2776,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
988,0,1,0.5456885456885456,14.0,False,True,True,False,False,True
911,0,1,0.5456885456885456,14.0,True,False,True,False,False,True
1570,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
817,1,1,0.5456885456885456,16.0,False,True,False,True,True,False
2993,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
3090,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2519,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
1286,0,1,0.5456885456885456,16.0,True,False,True,True,True,False
717,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
556,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
3102,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
1287,1,1,0.5456885456885456,16.0,False,True,True,True,True,False
2134,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
2981,0,1,0.5456885456885456,15.0,True,False,True,False,False,True
2983,0,1,0.5456885456885456,15.0,False,True,True,False,False,True
117,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1778,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
617,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
24,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
1332,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2285,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
3278,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1981,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
188,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
399,1,0,0.25101214574898784,15.0,False,True,True,False,True,False
1969,0,1,0.5456885456885456,17.0,False,True,True,True,True,False
2196,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
3146,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
214,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
806,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
723,1,1,0.5456885456885456,17.0,False,True,False,True,True,False
39,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
802,0,1,0.5456885456885456,17.0,False,True,True,True,True,False
