u1,a1,d1,u2,a2,d2,threshold,accuracy,balanced_accuracy,recall_sensitivity,specificity,precision_ppv,npv,f1_positive,screening_score,TP,FP,TN,FN,n_seeds_ensemble
64,tanh,0.2,8,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.1,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,relu,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.1,0.4,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,relu,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,8,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.1,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.2,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,16,tanh,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,relu,0.0,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.3,8,tanh,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.1,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,16,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,relu,0.0,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,tanh,0.2,8,tanh,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
32,relu,0.3,16,tanh,0.1,0.3,0.28343949044585987,0.5560915347961645,0.9943820224719101,0.11780104712041885,0.20799059929494712,0.989010989010989,0.34402332361516036,-inf,177,674,90,1,3
64,relu,0.2,16,relu,0.0,0.25,0.27282377919320594,0.5495470321783634,0.9943820224719101,0.10471204188481675,0.20557491289198607,0.9876543209876543,0.34071222329162654,-inf,177,684,80,1,3
64,tanh,0.2,16,relu,0.0,0.3,0.24309978768577495,0.5312224248485204,0.9943820224719101,0.06806282722513089,0.19910011248593926,0.9811320754716981,0.33177132146204313,-inf,177,712,52,1,3
32,relu,0.3,8,relu,0.0,0.35,0.2091295116772824,0.5102800164715572,0.9943820224719101,0.02617801047120419,0.19218241042345277,0.9523809523809523,0.3221110100090992,-inf,177,744,20,1,3
32,tanh,0.3,16,relu,0.1,0.3,0.31316348195329086,0.5722616036237426,0.9887640449438202,0.15575916230366493,0.2143727161997564,0.9834710743801653,0.35235235235235235,-inf,176,645,119,2,3
32,relu,0.3,8,tanh,0.1,0.35,0.28768577494692144,0.5565547973410201,0.9887640449438202,0.1243455497382199,0.20828402366863905,0.979381443298969,0.34408602150537637,-inf,176,669,95,2,3
32,tanh,0.3,16,tanh,0.0,0.35,0.2643312101910828,0.5421568915818578,0.9887640449438202,0.09554973821989529,0.2029988465974625,0.9733333333333334,0.3368421052631579,-inf,176,691,73,2,3
64,tanh,0.2,8,relu,0.1,0.4,0.25902335456475584,0.5388846402729572,0.9887640449438202,0.08900523560209424,0.2018348623853211,0.9714285714285714,0.3352380952380952,-inf,176,696,68,2,3
64,tanh,0.2,16,tanh,0.1,0.3,0.25796178343949044,0.5382301900111771,0.9887640449438202,0.08769633507853403,0.2016036655211913,0.9710144927536232,0.33491912464319695,-inf,176,697,67,2,3
32,relu,0.2,8,relu,0.1,0.4,0.2515923566878981,0.5343034884404965,0.9887640449438202,0.07984293193717278,0.20022753128555176,0.9682539682539683,0.3330179754020814,-inf,176,703,61,2,3
32,tanh,0.3,16,tanh,0.1,0.35,0.2494692144373673,0.5329945879169363,0.9887640449438202,0.07722513089005235,0.19977298524404086,0.9672131147540983,0.3323890462700661,-inf,176,705,59,2,3
32,relu,0.3,16,relu,0.0,0.35,0.2929936305732484,0.5576725101476557,0.9831460674157303,0.13219895287958114,0.20883054892601433,0.9711538461538461,0.34448818897637795,-inf,175,663,101,3,3
64,relu,0.3,16,tanh,0.1,0.3,0.3237791932059448,0.574497029237014,0.9775280898876404,0.17146596858638743,0.21561338289962825,0.9703703703703703,0.3532994923857868,-inf,174,633,131,4,3
32,tanh,0.2,8,tanh,0.1,0.3,0.29936305732484075,0.5594446732160715,0.9775280898876404,0.14136125654450263,0.20963855421686747,0.9642857142857143,0.34523809523809523,-inf,174,656,108,4,3
64,tanh,0.3,16,tanh,0.0,0.35,0.2951167728237792,0.5568268721689511,0.9775280898876404,0.13612565445026178,0.20863309352517986,0.9629629629629629,0.3438735177865613,-inf,174,660,104,4,3
32,tanh,0.2,8,relu,0.0,0.4,0.2823779193205945,0.5489734690275898,0.9775280898876404,0.12041884816753927,0.20567375886524822,0.9583333333333334,0.33984375,-inf,174,672,92,4,3
32,relu,0.2,8,tanh,0.1,0.3,0.27388535031847133,0.543737866933349,0.9775280898876404,0.1099476439790576,0.20374707259953162,0.9545454545454546,0.3372093023255814,-inf,174,680,84,4,3
32,tanh,0.2,16,tanh,0.1,0.4,0.23354564755838642,0.518868756985705,0.9775280898876404,0.060209424083769635,0.19506726457399104,0.92,0.3252336448598131,-inf,174,718,46,4,3
64,relu,0.2,16,tanh,0.1,0.3,0.3333333333333333,0.5782325430907701,0.9719101123595506,0.18455497382198952,0.21733668341708542,0.9657534246575342,0.35523613963039014,-inf,173,623,141,5,3
32,tanh,0.3,16,relu,0.0,0.3,0.3237791932059448,0.5723424907347491,0.9719101123595506,0.17277486910994763,0.21490683229813665,0.9635036496350365,0.35198372329603256,-inf,173,632,132,5,3
64,tanh,0.2,8,tanh,0.0,0.35,0.31422505307855625,0.5664524383787282,0.9719101123595506,0.16099476439790575,0.21253071253071254,0.9609375,0.3487903225806452,-inf,173,641,123,5,3
32,relu,0.2,8,relu,0.0,0.35,0.3662420382165605,0.5963659627036885,0.9662921348314607,0.22643979057591623,0.2254259501965924,0.9664804469273743,0.3655685441020191,-inf,172,591,173,6,3
64,relu,0.3,16,relu,0.0,0.3,0.3524416135881104,0.587858109300547,0.9662921348314607,0.2094240837696335,0.22164948453608246,0.963855421686747,0.36058700209643607,-inf,172,604,160,6,3
32,relu,0.3,8,tanh,0.0,0.35,0.33970276008492567,0.5800047061591859,0.9662921348314607,0.193717277486911,0.2182741116751269,0.961038961038961,0.35610766045548653,-inf,172,616,148,6,3
32,relu,0.3,16,relu,0.1,0.4,0.3322717622080679,0.5754235543267251,0.9662921348314607,0.18455497382198952,0.21635220125786164,0.9591836734693877,0.35354573484069884,-inf,172,623,141,6,3
64,relu,0.2,8,tanh,0.0,0.3,0.32908704883227174,0.5734602035413848,0.9662921348314607,0.1806282722513089,0.21553884711779447,0.9583333333333334,0.3524590163934426,-inf,172,626,138,6,3
64,tanh,0.3,16,relu,0.1,0.3,0.32802547770700635,0.5728057532796047,0.9662921348314607,0.1793193717277487,0.21526908635794745,0.958041958041958,0.35209825997952915,-inf,172,627,137,6,3
64,tanh,0.3,16,tanh,0.1,0.35,0.3237791932059448,0.5701879522324843,0.9662921348314607,0.17408376963350786,0.21419676214196762,0.9568345323741008,0.3506625891946993,-inf,172,631,133,6,3
32,tanh,0.3,8,relu,0.1,0.35,0.31528662420382164,0.5649523501382434,0.9662921348314607,0.16361256544502617,0.2120838471023428,0.9541984732824428,0.34782608695652173,-inf,172,639,125,6,3
