outcome,fold_id,model_label,selected_threshold,target_recall,threshold_status,n_components,target_n_components,retained_variance,train_n,test_n,train_positive_prevalence,test_positive_prevalence,TP,FP,TN,FN,recall_sensitivity,specificity,precision_ppv,npv,balanced_accuracy,f1_positive,accuracy,roc_auc,pr_auc_average_precision,positive_support,negative_support,support,selected_ccp_alpha,class_weight_positive,tune_class_weight_positive,epochs_ran,tune_epochs_ran,tune_TP,tune_FP,tune_TN,tune_FN,tune_recall_sensitivity,tune_specificity,tune_precision_ppv,tune_npv,tune_balanced_accuracy,tune_f1_positive,tune_accuracy,tune_roc_auc,tune_pr_auc_average_precision,tune_positive_support,tune_negative_support,tune_support,positive_class_weight,tune_positive_class_weight
overlap,3,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.511,0.8,target_met,18,18,0.9500885821853765,3014,753,0.18944923689449236,0.18857901726427623,116,259,352,26,0.8169014084507042,0.5761047463175123,0.30933333333333335,0.9312169312169312,0.6965030773841083,0.44874274661508706,0.6215139442231076,0.7586731518406677,0.43193139976227485,142,611,753,,,,,,94.0,209.0,280.0,20.0,0.8245614035087719,0.5725971370143149,0.3102310231023102,0.9333333333333333,0.6985792702615434,0.4508393285371703,0.6202321724709784,0.7648799913895168,0.46614204347745863,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,4,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.456,0.8,target_met,18,18,0.9502969405578173,3014,753,0.18944923689449236,0.18857901726427623,115,320,291,27,0.8098591549295775,0.4762684124386252,0.26436781609195403,0.9150943396226415,0.6430637836841013,0.3986135181975737,0.5391766268260292,0.7423756944284363,0.4384913738526359,142,611,753,,,,,,101.0,246.0,243.0,13.0,0.8859649122807017,0.49693251533742333,0.2910662824207493,0.94921875,0.6914487138090626,0.43817787418655096,0.5704809286898839,0.7601621641014601,0.40696479229973404,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,5,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.51,0.8,target_met,18,18,0.9504351115605704,3014,753,0.18911745189117452,0.1899070385126162,113,269,341,30,0.7902097902097902,0.559016393442623,0.29581151832460734,0.9191374663072777,0.6746130918262065,0.4304761904761905,0.602921646746348,0.7435515304367764,0.41620953937770255,143,610,753,,,,,,95.0,206.0,283.0,19.0,0.8333333333333334,0.5787321063394683,0.31561461794019935,0.9370860927152318,0.7060327198364008,0.45783132530120485,0.6268656716417911,0.7567717863165069,0.3962036947966102,114.0,489.0,603.0,6.431578947368421,6.430921052631579
overlap,6,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.446,0.8,target_met,18,18,0.9504075902756014,3013,754,0.18918021905077995,0.1896551724137931,119,333,278,24,0.8321678321678322,0.45499181669394434,0.26327433628318586,0.9205298013245033,0.6435798244308882,0.4,0.5265251989389921,0.7355704851613198,0.39643388873054947,143,611,754,,,,,,96.0,261.0,228.0,18.0,0.8421052631578947,0.4662576687116564,0.2689075630252101,0.926829268292683,0.6541814659347756,0.40764331210191085,0.5373134328358209,0.7358196103756324,0.4051672712545617,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,7,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.509,0.8,target_met,18,18,0.9499001278223643,3013,754,0.18918021905077995,0.1896551724137931,117,272,339,26,0.8181818181818182,0.5548281505728314,0.30077120822622105,0.9287671232876712,0.6865049843773248,0.43984962406015043,0.6047745358090185,0.7613221475741934,0.44255099041983914,143,611,754,,,,,,95.0,224.0,265.0,19.0,0.8333333333333334,0.5419222903885481,0.29780564263322884,0.9330985915492958,0.6876278118609407,0.4387990762124711,0.5970149253731343,0.7666020880421914,0.4369884975075205,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,8,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.41400000000000003,0.8,target_met,18,18,0.9502686954102416,3014,753,0.18944923689449236,0.18857901726427623,121,381,230,21,0.852112676056338,0.37643207855973815,0.2410358565737052,0.9163346613545816,0.6142723773080381,0.37577639751552794,0.46613545816733065,0.7144371960074687,0.3628145776524462,142,611,753,,,,,,97.0,265.0,224.0,17.0,0.8508771929824561,0.45807770961145194,0.26795580110497236,0.9294605809128631,0.654477451296954,0.40756302521008403,0.5323383084577115,0.7162128224446596,0.37563314854629853,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,9,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.499,0.8,target_met,18,18,0.9506652054522594,3014,753,0.18944923689449236,0.18857901726427623,124,284,327,18,0.8732394366197183,0.5351882160392799,0.30392156862745096,0.9478260869565217,0.704213826329499,0.4509090909090908,0.598937583001328,0.7861160415850258,0.48130402373678793,142,611,753,,,,,,92.0,228.0,261.0,22.0,0.8070175438596491,0.5337423312883436,0.2875,0.9222614840989399,0.6703799375739963,0.423963133640553,0.5854063018242123,0.7504215549097694,0.43184756145096986,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,10,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.526,0.8,target_met,18,18,0.9510754463571701,3014,753,0.18911745189117452,0.1899070385126162,108,230,380,35,0.7552447552447552,0.6229508196721312,0.31952662721893493,0.9156626506024096,0.6890977874584432,0.44906444906444903,0.648074369189907,0.7550727960564025,0.4357473380730909,143,610,753,,,,,,92.0,186.0,303.0,22.0,0.8070175438596491,0.6196319018404908,0.33093525179856115,0.9323076923076923,0.7133247228500699,0.4693877551020407,0.6550580431177446,0.7779033473253687,0.43603672766551904,114.0,489.0,603.0,6.431578947368421,6.430921052631579
overlap,11,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.463,0.8,target_met,18,18,0.9506104818095542,3013,754,0.18918021905077995,0.1896551724137931,120,351,260,23,0.8391608391608392,0.425531914893617,0.25477707006369427,0.9187279151943463,0.6323463770272281,0.39087947882736157,0.5039787798408488,0.7700319320613919,0.4741258664996382,143,611,754,,,,,,97.0,238.0,251.0,17.0,0.8508771929824561,0.5132924335378323,0.28955223880597014,0.9365671641791045,0.6820848132601443,0.43207126948775054,0.5771144278606966,0.7568614788505006,0.4013414559222672,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,12,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.481,0.8,target_met,18,18,0.9499588791135437,3013,754,0.18918021905077995,0.1896551724137931,119,284,327,24,0.8321678321678322,0.5351882160392799,0.29528535980148884,0.9316239316239316,0.683678024103556,0.43589743589743596,0.5915119363395226,0.74761081798725,0.42304439140059313,143,611,754,,,,,,93.0,227.0,262.0,21.0,0.8157894736842105,0.5357873210633947,0.290625,0.9257950530035336,0.6757883973738026,0.4285714285714286,0.5887230514096186,0.7387794639974169,0.38101519014092106,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,13,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.452,0.8,target_met,18,18,0.9509238427739047,3014,753,0.18944923689449236,0.18857901726427623,115,304,307,27,0.8098591549295775,0.502454991816694,0.2744630071599045,0.9191616766467066,0.6561570733731357,0.40998217468805703,0.5604249667994687,0.7478965445702035,0.42150352601371793,142,611,753,,,,,,92.0,259.0,230.0,22.0,0.8070175438596491,0.4703476482617587,0.2621082621082621,0.9126984126984127,0.6386825960607039,0.3956989247311828,0.5339966832504146,0.7403221755821044,0.456928008528969,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,14,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.489,0.8,target_met,18,18,0.9508401502421487,3014,753,0.18944923689449236,0.18857901726427623,108,282,329,34,0.7605633802816901,0.5384615384615384,0.27692307692307694,0.90633608815427,0.6495124593716143,0.406015037593985,0.5803452855245684,0.7176759410801965,0.36356888684180577,142,611,753,,,,,,92.0,193.0,296.0,22.0,0.8070175438596491,0.6053169734151329,0.32280701754385965,0.9308176100628931,0.706167258637391,0.4611528822055138,0.6434494195688225,0.7504036164029707,0.39184628090521945,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,15,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.445,0.8,target_met,18,18,0.9500709308249051,3014,753,0.18911745189117452,0.1899070385126162,120,337,273,23,0.8391608391608392,0.44754098360655736,0.26258205689277897,0.9222972972972973,0.6433509113836983,0.39999999999999997,0.5219123505976095,0.7521380259085179,0.42660299420650927,143,610,753,,,,,,96.0,264.0,225.0,18.0,0.8421052631578947,0.4601226993865031,0.26666666666666666,0.9259259259259259,0.6511139812721989,0.4050632911392405,0.5323383084577115,0.7203386790083594,0.37593376497687764,114.0,489.0,603.0,6.431578947368421,6.430921052631579
overlap,16,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.399,0.8,target_met,18,18,0.9505890445605061,3013,754,0.18918021905077995,0.1896551724137931,133,382,229,10,0.9300699300699301,0.37479541734860883,0.258252427184466,0.9581589958158996,0.6524326737092695,0.40425531914893614,0.48010610079575594,0.7745298890961738,0.45134597529480297,143,611,754,,,,,,102.0,297.0,192.0,12.0,0.8947368421052632,0.39263803680981596,0.2556390977443609,0.9411764705882353,0.6436874394575396,0.39766081871345027,0.48756218905472637,0.7149750654755499,0.39504327486631136,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,17,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.526,0.8,target_met,18,18,0.9501515378502173,3013,754,0.18918021905077995,0.1896551724137931,111,257,354,32,0.7762237762237763,0.5793780687397708,0.3016304347826087,0.917098445595855,0.6778009224817736,0.43444227005870845,0.616710875331565,0.744852528813249,0.41107735393778694,143,611,754,,,,,,92.0,195.0,294.0,22.0,0.8070175438596491,0.6012269938650306,0.3205574912891986,0.930379746835443,0.7041222688623399,0.45885286783042395,0.6401326699834162,0.7593908083091163,0.4459013937350269,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,18,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.536,0.8,target_met,18,18,0.9504173298754007,3014,753,0.18944923689449236,0.18857901726427623,103,224,387,39,0.7253521126760564,0.6333878887070377,0.3149847094801223,0.9084507042253521,0.6793700006915471,0.43923240938166314,0.650730411686587,0.7479195961365575,0.40507905700683844,142,611,753,,,,,,92.0,209.0,280.0,22.0,0.8070175438596491,0.5725971370143149,0.30564784053156147,0.9271523178807947,0.689807340436982,0.4433734939759036,0.6169154228855721,0.7637678039679977,0.4674665133009388,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,19,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.534,0.8,target_met,18,18,0.9502228826019017,3014,753,0.18944923689449236,0.18857901726427623,103,247,364,39,0.7253521126760564,0.5957446808510638,0.29428571428571426,0.9032258064516129,0.6605483967635601,0.4186991869918699,0.6201859229747676,0.724430050021899,0.43433663844473513,142,611,753,,,,,,98.0,191.0,298.0,16.0,0.8596491228070176,0.6094069529652352,0.3391003460207612,0.9490445859872612,0.7345280378861263,0.4863523573200993,0.6567164179104478,0.8072328059412334,0.5087932893982089,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,20,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.506,0.8,target_met,18,18,0.9509154753707103,3014,753,0.18911745189117452,0.1899070385126162,111,256,354,32,0.7762237762237763,0.580327868852459,0.3024523160762943,0.917098445595855,0.6782758225381176,0.4352941176470589,0.6175298804780877,0.7524246245557721,0.41215652644437734,143,610,753,,,,,,92.0,211.0,278.0,22.0,0.8070175438596491,0.5685071574642127,0.30363036303630364,0.9266666666666666,0.6877623506619308,0.4412470023980815,0.6135986733001658,0.7377569691098913,0.39874709847777823,114.0,489.0,603.0,6.431578947368421,6.430921052631579
overlap,21,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.457,0.8,target_met,18,18,0.9507763670161476,3013,754,0.18918021905077995,0.1896551724137931,123,350,261,20,0.8601398601398601,0.42716857610474634,0.26004228329809725,0.9288256227758007,0.6436542181223033,0.3993506493506494,0.5092838196286472,0.7352843555789547,0.4108367080551892,143,611,754,,,,,,92.0,246.0,243.0,22.0,0.8070175438596491,0.49693251533742333,0.27218934911242604,0.9169811320754717,0.6519750295985363,0.40707964601769914,0.5555555555555556,0.7264915868403113,0.42623845441490527,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,22,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.492,0.8,target_met,18,18,0.9505102322105277,3013,754,0.18918021905077995,0.1896551724137931,121,285,326,22,0.8461538461538461,0.5335515548281505,0.29802955665024633,0.9367816091954023,0.6898527004909983,0.4408014571948998,0.5928381962864722,0.7619859682052808,0.42893497243942513,143,611,754,,,,,,92.0,213.0,276.0,22.0,0.8070175438596491,0.5644171779141104,0.3016393442622951,0.9261744966442953,0.6857173608868797,0.4391408114558472,0.6102819237147595,0.764575036773939,0.40269099089368104,114.0,489.0,603.0,6.428947368421053,6.427631578947368
overlap,23,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.455,0.8,target_met,18,18,0.9503349562737167,3014,753,0.18944923689449236,0.18857901726427623,124,313,298,18,0.8732394366197183,0.4877250409165303,0.2837528604118993,0.9430379746835443,0.6804822387681243,0.4283246977547495,0.5604249667994687,0.7701297803185727,0.45913925861065785,142,611,753,,,,,,92.0,246.0,243.0,22.0,0.8070175438596491,0.49693251533742333,0.27218934911242604,0.9169811320754717,0.6519750295985363,0.40707964601769914,0.5555555555555556,0.739174111146988,0.39969697462494524,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,24,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.503,0.8,target_met,18,18,0.9498357053588965,3014,753,0.18944923689449236,0.18857901726427623,104,254,357,38,0.7323943661971831,0.5842880523731587,0.2905027932960894,0.9037974683544304,0.6583412092851709,0.41600000000000004,0.6122177954847278,0.7425946843087988,0.4337530267802038,142,611,753,,,,,,92.0,216.0,273.0,22.0,0.8070175438596491,0.558282208588957,0.2987012987012987,0.9254237288135593,0.6826498762243031,0.43601895734597157,0.6053067993366501,0.7273705736734474,0.3615674962272374,114.0,489.0,603.0,6.41768826619965,6.413566739606126
overlap,25,weighted_logistic_regression_SW_pos1.5_screening_threshold_fold_internal,0.46,0.8,target_met,18,18,0.9510140333890533,3014,753,0.18911745189117452,0.1899070385126162,113,319,291,30,0.7902097902097902,0.47704918032786886,0.26157407407407407,0.9065420560747663,0.6336294852688296,0.39304347826086955,0.5365205843293492,0.7264931789521955,0.37191219890760163,143,610,753,,,,,,95.0,233.0,256.0,19.0,0.8333333333333334,0.523517382413088,0.2896341463414634,0.9309090909090909,0.6784253578732107,0.42986425339366513,0.582089552238806,0.7454884655401285,0.4469066996347677,114.0,489.0,603.0,6.431578947368421,6.430921052631579
