outcome,fold_id,ccp_alpha,selected_threshold,threshold_status,tune_TP,tune_FP,tune_TN,tune_FN,tune_recall_sensitivity,tune_specificity,tune_precision_ppv,tune_npv,tune_balanced_accuracy,tune_f1_positive,tune_accuracy,tune_roc_auc,tune_pr_auc_average_precision,tune_positive_support,tune_negative_support,tune_support
victimization,2,0.0004035437082768121,0.001,target_not_met_nonzero_specificity,205.0,164.0,141.0,93.0,0.6879194630872483,0.46229508196721314,0.5555555555555556,0.6025641025641025,0.5751072725272307,0.6146926536731635,0.5737976782752903,0.5796897348443173,0.5395003764973241,298.0,305.0,603.0
victimization,2,0.00040900795072778233,0.001,target_not_met_nonzero_specificity,207.0,174.0,131.0,91.0,0.6946308724832215,0.42950819672131146,0.5433070866141733,0.5900900900900901,0.5620695346022665,0.609720176730486,0.560530679933665,0.5753053141159644,0.5376738690691601,298.0,305.0,603.0
victimization,2,0.0005392590806473642,0.001,target_not_met_nonzero_specificity,207.0,177.0,128.0,91.0,0.6946308724832215,0.419672131147541,0.5390625,0.5844748858447488,0.5571515018153812,0.6070381231671554,0.5555555555555556,0.5602596545274507,0.5212039509693991,298.0,305.0,603.0
victimization,2,0.0006291045850789856,0.001,target_not_met_nonzero_specificity,221.0,205.0,100.0,77.0,0.7416107382550335,0.32786885245901637,0.5187793427230047,0.5649717514124294,0.534739795357025,0.6104972375690608,0.5323383084577115,0.5583232478820552,0.5260713149347633,298.0,305.0,603.0
victimization,2,0.0006669144906714356,0.001,target_not_met_nonzero_specificity,223.0,208.0,97.0,75.0,0.7483221476510067,0.3180327868852459,0.5174013921113689,0.563953488372093,0.5331774672681263,0.6117969821673525,0.5306799336650083,0.5599295852128947,0.528043871370981,298.0,305.0,603.0
victimization,2,0.0006856306280647365,0.001,target_not_met_nonzero_specificity,223.0,208.0,97.0,75.0,0.7483221476510067,0.3180327868852459,0.5174013921113689,0.563953488372093,0.5331774672681263,0.6117969821673525,0.5306799336650083,0.5596325228297943,0.5278882697575645,298.0,305.0,603.0
victimization,2,0.0006940910785393932,0.001,target_not_met_nonzero_specificity,226.0,211.0,94.0,72.0,0.7583892617449665,0.3081967213114754,0.517162471395881,0.5662650602409639,0.533292991528221,0.6149659863945578,0.5306799336650083,0.5610958301243261,0.5271429609103682,298.0,305.0,603.0
victimization,2,0.0007114558320690962,0.001,target_not_met_nonzero_specificity,227.0,213.0,92.0,71.0,0.761744966442953,0.3016393442622951,0.5159090909090909,0.5644171779141104,0.531692155352624,0.6151761517615176,0.5290215588723052,0.5655187589393773,0.5319825655831006,298.0,305.0,603.0
victimization,2,0.0007265432502337235,0.001,target_not_met_nonzero_specificity,228.0,215.0,90.0,70.0,0.7651006711409396,0.29508196721311475,0.5146726862302483,0.5625,0.5300913191770271,0.6153846153846154,0.527363184079602,0.5773297392452414,0.5469366577509466,298.0,305.0,603.0
victimization,2,0.000732717132144369,0.001,target_not_met_nonzero_specificity,232.0,218.0,87.0,66.0,0.7785234899328859,0.28524590163934427,0.5155555555555555,0.5686274509803921,0.5318846957861151,0.6203208556149733,0.5290215588723052,0.5782374298602706,0.5459757298703498,298.0,305.0,603.0
victimization,2,0.0007376671277086214,0.001,target_not_met_nonzero_specificity,233.0,219.0,86.0,65.0,0.7818791946308725,0.2819672131147541,0.5154867256637168,0.5695364238410596,0.5319232038728133,0.6213333333333333,0.5290215588723052,0.5897678512487622,0.5599530609260973,298.0,305.0,603.0
