idx_original,y_pred,y_prob,V.SUM.TOTAL,P.SUM.TOTAL
1065,0,0.3760305911680563,0.0,1.0
1071,0,0.4401307624169933,0.0,0.0
1074,1,0.6656514962229535,2.0,1.0
1079,1,0.5575924650391404,0.0,0.0
1081,1,0.5662614864829645,0.0,1.0
1084,1,0.8515694969441282,0.0,1.0
1088,0,0.3335911392942507,0.0,0.0
1089,0,0.3270188760889705,0.0,0.0
1090,0,0.2383950080015818,3.0,0.0
1091,1,0.9636253902886616,0.0,0.0
1093,1,0.538066611096176,0.0,0.0
1097,1,0.8400733617484163,1.0,0.0
1098,0,0.1742261315178002,0.0,0.0
1110,0,0.2770538189041406,1.0,0.0
1111,1,0.7969314319748375,1.0,0.0
1112,1,0.5820677880319497,0.0,0.0
1115,0,0.4230865605528751,0.0,0.0
1140,1,0.7621806692308617,1.0,0.0
1144,1,0.6386877729253315,2.0,1.0
1148,0,0.4435262485096249,0.0,0.0
1153,0,0.2203290385798755,2.0,0.0
1163,1,0.7955956773491967,6.0,1.0
1180,1,0.7084065425313828,3.0,0.0
1182,0,0.4612879880119621,0.0,1.0
1183,1,0.552907318537457,0.0,0.0
1184,0,0.4641880543756211,0.0,0.0
1186,0,0.3401742983783671,0.0,0.0
1188,1,0.5784172849761423,2.0,0.0
1189,0,0.489057710269371,4.0,0.0
1197,1,0.9026523634114036,1.0,0.0
1199,0,0.4550795876204141,0.0,0.0
1203,0,0.3652314217402491,0.0,2.0
1204,0,0.4556848000439978,0.0,0.0
1206,1,0.5746528785215209,3.0,1.0
1207,1,0.8867587925464437,0.0,0.0
1211,1,0.5636357376814533,0.0,0.0
1213,0,0.3785310345359347,0.0,2.0
1216,0,0.2761677643167375,0.0,0.0
1230,0,0.3215406096871728,3.0,0.0
1231,1,0.5003941553271254,0.0,0.0
1234,0,0.2084032250620324,0.0,0.0
1235,0,0.197995221931439,1.0,0.0
1247,0,0.2564336007141011,4.0,2.0
1251,0,0.4256696957364231,10.0,2.0
1254,1,0.5366988663865606,1.0,0.0
1255,0,0.4673804109280688,8.0,1.0
1258,0,0.1623429940293803,6.0,0.0
1259,0,0.4204947517636127,3.0,0.0
1260,0,0.2114507746138214,1.0,0.0
1267,0,0.4331994398751978,1.0,1.0
1268,1,0.8407274608776664,1.0,1.0
1272,1,0.8267592822033654,0.0,0.0
1278,0,0.4664602980854564,0.0,1.0
1282,0,0.2686389148633845,0.0,0.0
1289,1,0.5318255543266831,0.0,0.0
1299,0,0.3721759506550924,0.0,0.0
1301,1,0.7517596787090989,4.0,1.0
1313,1,0.576216308196562,0.0,2.0
1314,1,0.5181583838193216,0.0,0.0
1316,0,0.4145271453796262,0.0,0.0
1319,1,0.7582099861564454,0.0,0.0
1320,0,0.4906727437831903,0.0,0.0
1323,0,0.2930882011350363,0.0,0.0
1330,1,0.7320808734155596,0.0,0.0
1331,1,0.9616950485343222,0.0,0.0
1335,1,0.5892727411098072,0.0,0.0
1336,1,0.7106796432094237,1.0,0.0
1349,1,0.9038481733163108,1.0,0.0
1351,1,0.6373295241863918,0.0,0.0
1355,0,0.241846495188683,0.0,0.0
1358,1,0.5125076491636384,0.0,0.0
1371,1,0.8101398861748946,13.0,1.0
1381,0,0.3019251185485736,0.0,0.0
1384,1,0.8322273466035047,1.0,1.0
1387,0,0.4889928948011765,0.0,0.0
1390,1,0.9195863362248974,1.0,0.0
1395,1,0.7333285693936796,0.0,0.0
1398,0,0.3374135233137539,1.0,0.0
1399,0,0.3489715798099189,2.0,0.0
1407,1,0.5222703248623397,0.0,0.0
1411,1,0.5746164271930662,0.0,0.0
1412,1,0.5970930198599226,0.0,2.0
1413,0,0.2883740343874845,0.0,0.0
1418,1,0.7183469438195669,9.0,0.0
1420,1,0.6123538279959411,1.0,0.0
1421,0,0.2509032972235785,4.0,1.0
1424,1,0.6335751997642688,0.0,0.0
1427,1,0.6006867568876759,0.0,0.0
1428,0,0.3996026909044332,6.0,0.0
1429,0,0.4004346789117103,6.0,4.0
1430,1,0.6677619333308904,3.0,1.0
1431,1,0.6790896071244418,5.0,1.0
1434,1,0.9039171599625192,1.0,0.0
1435,1,0.7132994876020506,1.0,2.0
1439,1,0.8341426713055999,0.0,0.0
1442,0,0.3780536312769173,6.0,1.0
1448,1,0.7698425966514608,1.0,1.0
1449,1,0.5645604354228947,0.0,0.0
1450,1,0.6997635393725886,0.0,0.0
1451,1,0.890517187826305,0.0,0.0
1455,1,0.8134859313036221,0.0,0.0
1466,1,0.5106237998305484,11.0,0.0
1470,0,0.4371762227720289,0.0,0.0
1471,1,0.7959272097738557,0.0,0.0
1477,1,0.5457144834100074,0.0,0.0
1481,0,0.4377459410690588,0.0,0.0
1487,0,0.3253056739576282,0.0,0.0
1488,1,0.8589903813554558,0.0,0.0
1497,1,0.8653455106974675,0.0,0.0
1501,1,0.7481212949474505,0.0,0.0
1504,0,0.4089299900690438,1.0,0.0
1507,1,0.73374545492365,4.0,0.0
1508,1,0.7674655192701451,0.0,0.0
1509,0,0.3762769224404166,0.0,0.0
1511,0,0.2518238809429142,0.0,0.0
1512,0,0.2812209774621413,0.0,0.0
1513,1,0.5235077638686941,5.0,3.0
1519,0,0.3785237460403611,9.0,7.0
1520,1,0.608851816863593,0.0,1.0
1524,1,0.5489009375257204,1.0,0.0
1531,1,0.8015691470248383,5.0,2.0
1532,1,0.8899579488304389,0.0,0.0
1541,0,0.2251281646537903,0.0,0.0
1543,0,0.4918456199156079,0.0,0.0
1549,0,0.4265623029181318,1.0,0.0
