umap_1,umap_2,umap_3,cluster
-8.76065,3.7566133,3.5260305,0
16.522223,5.780959,5.1646514,3
4.3286705,-4.1269193,18.681517,8
23.695759,-14.862393,1.2587428,2
19.069407,-0.004728962,24.136679,7
15.800873,6.5866666,3.1362731,3
17.048891,6.0909986,4.8831253,3
26.05092,7.267963,-15.361598,4
-8.780627,3.7534778,3.5022194,0
-8.804522,3.7484274,3.4880993,0
-8.781986,3.7647223,3.499497,0
-8.809607,3.7591348,3.474427,0
12.601464,14.992428,-9.164783,6
-8.791452,3.7556,3.4928503,0
-8.788347,3.760328,3.493693,0
-8.794216,3.754914,3.490584,0
-8.8447895,3.7501738,3.43934,0
-8.842701,3.75116,3.446383,0
-8.8101845,3.7597563,3.4743178,0
-8.843342,3.745322,3.4397354,0
-8.838216,3.7505465,3.444997,0
-8.8358755,3.7492254,3.4534936,0
-8.8339205,3.7447116,3.4551744,0
19.073511,-0.00023317423,24.132732,7
10.068482,-6.1453314,-6.5754538,1
4.328613,-4.1273613,18.681538,8
-8.854991,3.7458284,3.430761,0
18.966827,6.649812,4.5274205,3
17.184563,6.1731467,4.9182334,3
16.566626,5.4519362,6.644772,3
-8.89272,3.7505152,3.3868103,0
16.561806,5.458083,6.6488814,3
23.695883,-14.861764,1.2581624,2
-8.880149,3.752702,3.4011512,0
-8.907679,3.7541826,3.3735712,0
-8.876203,3.7519476,3.411249,0
4.328531,-4.1277533,18.681583,8
14.239975,3.6718557,2.586355,3
-8.879653,3.748905,3.4055028,0
-8.886531,3.7491074,3.3978908,0
10.068523,-6.1457515,-6.575389,1
12.604145,14.99331,-9.167372,6
-8.895192,3.7531204,3.3850775,0
-8.916108,3.7548754,3.3614535,0
-8.935043,3.762392,3.3461204,0
-8.911813,3.7521553,3.372802,0
-8.909067,3.7508705,3.3683,0
17.459011,6.1283164,4.8382087,3
4.328964,-4.1271706,18.680922,8
12.6032505,14.994169,-9.168044,6
-8.9051695,3.754888,3.3736885,0
-8.94349,3.7610123,3.3324761,0
16.655611,6.275582,4.2187138,3
16.3207,5.603591,5.2791743,3
10.066289,-6.147545,-6.5751834,1
10.065237,-6.147762,-6.5741773,1
17.780966,6.235729,4.784013,3
16.529818,5.7840877,5.1559887,3
