V.SUM.TOTAL,P.SUM.TOTAL,PAÍS,ETNIA.BN,EDAD,GENERO_BIN_0,GENERO_BIN_1,ORIENTSEX.BN_1,ORIENTSEX.BN_2,INTERSECT,idx_original
3.0,1.0,1,0.0,17.0,0,1,1,0,1,2545
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2523
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1317
0.0,0.0,1,1.0,14.0,1,0,1,0,0,3144
3.0,0.0,1,0.0,16.0,0,1,0,1,0,979
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1977
3.0,0.0,1,0.0,14.0,1,0,1,0,0,990
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1761
0.0,0.0,1,0.0,15.0,1,0,1,0,0,996
1.0,0.0,1,0.0,15.0,0,1,1,0,0,1745
0.0,0.0,1,0.0,14.0,0,1,1,0,0,78
0.0,0.0,1,1.0,16.0,1,0,1,0,0,130
0.0,0.0,1,0.0,16.0,1,0,1,0,0,770
0.0,0.0,2,1.0,16.0,1,0,1,0,0,2951
2.0,1.0,1,0.0,17.0,1,0,1,0,1,1530
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1365
2.0,1.0,2,1.0,15.0,1,0,1,0,1,2674
1.0,0.0,1,0.0,16.0,1,0,1,0,0,432
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3334
1.0,0.0,1,0.0,16.0,1,0,1,0,0,198
8.0,0.0,1,0.0,15.0,1,0,1,0,0,1702
0.0,0.0,1,0.0,16.0,1,0,1,0,0,580
0.0,0.0,2,1.0,15.0,0,1,1,0,0,1309
8.0,2.0,1,1.0,15.0,0,1,1,0,1,1162
0.0,0.0,2,1.0,15.0,1,0,1,0,0,2088
4.0,5.0,1,0.0,14.0,0,1,1,0,1,2143
4.0,6.0,1,0.0,14.0,1,0,1,0,1,1063
0.0,0.0,1,1.0,15.0,0,1,1,0,0,1150
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1753
7.0,1.0,1,0.0,16.0,0,1,0,1,1,3295
1.0,0.0,2,1.0,16.0,1,0,1,0,0,400
3.0,1.0,2,1.0,15.0,1,0,1,0,1,2024
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3046
0.0,0.0,2,1.0,15.0,1,0,1,0,0,2804
0.0,0.0,1,0.0,17.0,0,1,1,0,0,533
2.0,0.0,2,1.0,14.0,1,0,1,0,0,355
0.0,0.0,1,0.0,14.0,0,1,1,0,0,151
0.0,0.0,1,0.0,17.0,1,0,1,0,0,419
0.0,0.0,2,1.0,15.0,0,1,1,0,0,1304
0.0,1.0,1,1.0,16.0,1,0,1,0,0,2777
0.0,0.0,1,0.0,16.0,0,1,0,1,0,684
1.0,0.0,1,0.0,16.0,1,0,1,0,0,3293
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1069
0.0,0.0,1,1.0,17.0,0,1,1,0,0,1958
2.0,0.0,1,0.0,14.0,0,1,1,0,0,3761
1.0,0.0,1,0.0,15.0,1,0,1,0,0,2020
5.0,0.0,1,0.0,17.0,1,0,1,0,0,3254
1.0,0.0,1,0.0,16.0,0,1,1,0,0,3055
5.0,1.0,1,0.0,17.0,0,1,1,0,1,2559
0.0,0.0,1,0.0,17.0,1,0,1,0,0,3257
2.0,1.0,1,0.0,16.0,1,0,1,0,1,1505
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2287
1.0,0.0,1,0.0,15.0,0,1,1,0,0,1817
5.0,0.0,1,0.0,17.0,0,1,1,0,0,2560
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2434
2.0,0.0,1,0.0,14.0,0,1,1,0,0,3188
1.0,0.0,1,0.0,16.0,0,1,0,1,0,3320
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3302
0.0,0.0,1,0.0,16.0,0,1,1,0,0,496
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2942
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1679
0.0,0.0,1,0.0,15.0,0,1,1,0,0,225
9.0,3.0,1,1.0,15.0,0,1,1,0,1,1280
1.0,1.0,1,1.0,15.0,1,0,1,0,1,2959
1.0,0.0,1,0.0,17.0,0,1,1,0,0,1374
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1952
4.0,0.0,1,0.0,17.0,0,1,1,0,0,1467
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1556
0.0,0.0,1,1.0,17.0,0,1,1,0,0,1962
0.0,0.0,2,1.0,16.0,1,0,1,0,0,1325
0.0,2.0,1,1.0,16.0,1,0,1,0,0,3503
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2389
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2302
2.0,0.0,1,0.0,16.0,0,1,1,0,0,3202
1.0,0.0,1,1.0,17.0,0,1,1,0,0,538
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1551
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1626
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3236
3.0,0.0,1,0.0,16.0,0,1,0,1,0,2382
0.0,0.0,1,1.0,17.0,0,1,0,1,0,298
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2881
2.0,4.0,1,0.0,15.0,1,0,1,0,1,104
0.0,0.0,1,1.0,15.0,0,1,1,0,0,234
1.0,0.0,1,0.0,17.0,0,1,1,0,0,3291
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1521
0.0,0.0,1,0.0,14.0,1,0,1,0,0,927
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2879
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1930
1.0,1.0,1,0.0,14.0,0,1,1,0,1,1890
0.0,0.0,1,0.0,16.0,0,1,0,1,0,2796
1.0,0.0,1,1.0,17.0,0,1,1,0,0,2952
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2629
2.0,3.0,1,0.0,16.0,1,0,1,0,1,2591
0.0,1.0,1,0.0,16.0,1,0,1,0,0,2577
1.0,1.0,1,0.0,17.0,1,0,1,0,1,3458
0.0,0.0,1,1.0,16.0,0,1,1,0,0,1807
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2861
1.0,0.0,2,1.0,14.0,1,0,1,0,0,3180
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2557
2.0,0.0,1,0.0,15.0,1,0,1,0,0,918
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1950
6.0,1.0,1,0.0,15.0,0,1,1,0,1,928
0.0,0.0,1,0.0,16.0,0,1,1,0,0,659
2.0,1.0,1,0.0,16.0,1,0,1,0,1,810
2.0,0.0,1,0.0,17.0,0,1,1,0,0,3139
0.0,0.0,1,0.0,16.0,1,0,1,0,0,596
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1574
1.0,0.0,1,0.0,16.0,1,0,1,0,0,3255
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1697
4.0,0.0,1,1.0,14.0,0,1,1,0,0,2209
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3579
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1156
1.0,0.0,1,0.0,16.0,1,0,1,0,0,821
1.0,1.0,2,1.0,15.0,1,0,1,0,1,3751
0.0,1.0,1,0.0,16.0,1,0,1,0,0,1007
5.0,5.0,1,0.0,15.0,0,1,1,0,1,3670
3.0,0.0,1,0.0,16.0,0,1,0,1,0,293
1.0,1.0,1,1.0,17.0,1,0,1,0,1,1533
0.0,0.0,1,1.0,17.0,1,0,1,0,0,1985
2.0,0.0,1,0.0,16.0,1,0,1,0,0,2461
0.0,0.0,1,0.0,17.0,1,0,1,0,0,131
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2973
0.0,0.0,2,0.0,16.0,0,1,1,0,0,1793
3.0,0.0,2,0.0,16.0,0,1,1,0,0,1791
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1126
6.0,1.0,1,0.0,15.0,0,1,1,0,1,2185
2.0,1.0,1,0.0,14.0,1,0,1,0,1,1298
2.0,1.0,1,0.0,16.0,1,0,1,0,1,3177
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3072
1.0,0.0,1,0.0,14.0,0,1,1,0,0,2193
4.0,0.0,1,0.0,17.0,1,0,0,1,0,1837
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2167
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2846
0.0,2.0,1,0.0,16.0,0,1,1,0,0,2394
2.0,0.0,1,0.0,14.0,1,0,1,0,0,3024
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1086
0.0,0.0,1,1.0,14.0,0,1,1,0,0,1460
2.0,0.0,1,0.0,14.0,0,1,1,0,0,1667
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1221
0.0,0.0,1,1.0,16.0,1,0,1,0,0,2432
0.0,0.0,1,1.0,15.0,1,0,1,0,0,438
0.0,0.0,1,0.0,15.0,1,0,1,0,0,945
5.0,3.0,1,0.0,15.0,1,0,1,0,1,1417
3.0,2.0,1,1.0,15.0,1,0,1,0,1,450
4.0,1.0,1,0.0,14.0,0,1,0,1,1,2887
2.0,0.0,1,1.0,17.0,0,1,1,0,0,21
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1461
2.0,0.0,1,0.0,15.0,1,0,1,0,0,2087
5.0,0.0,1,0.0,16.0,1,0,1,0,0,2426
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1905
3.0,0.0,1,0.0,15.0,0,1,1,0,0,1102
4.0,0.0,1,0.0,15.0,0,1,0,1,0,1218
0.0,0.0,1,0.0,16.0,1,0,1,0,0,781
3.0,1.0,1,0.0,15.0,1,0,0,1,1,1527
0.0,0.0,1,0.0,16.0,0,1,1,0,0,483
5.0,0.0,1,0.0,14.0,0,1,1,0,0,2780
1.0,0.0,1,0.0,17.0,0,1,0,1,0,2572
0.0,2.0,1,0.0,17.0,1,0,1,0,0,709
4.0,0.0,1,0.0,17.0,0,1,0,1,0,628
0.0,1.0,1,0.0,15.0,1,0,1,0,0,2776
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1980
1.0,0.0,1,0.0,17.0,1,0,1,0,0,1710
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1290
1.0,0.0,1,0.0,14.0,0,1,0,1,0,361
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1250
4.0,0.0,1,0.0,15.0,1,0,1,0,0,876
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1200
9.0,0.0,2,1.0,17.0,0,1,1,0,0,1322
0.0,1.0,1,0.0,15.0,0,1,1,0,0,2772
19.0,1.0,1,0.0,15.0,0,1,1,0,1,2920
0.0,1.0,1,0.0,14.0,1,0,1,0,0,2716
0.0,2.0,2,0.0,14.0,1,0,1,0,0,2345
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2984
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3118
0.0,1.0,1,0.0,16.0,1,0,1,0,0,2597
4.0,0.0,1,0.0,16.0,1,0,1,0,0,2468
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1051
2.0,2.0,1,0.0,14.0,0,1,1,0,1,3606
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2385
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1124
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1661
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2820
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3746
4.0,1.0,1,1.0,14.0,1,0,1,0,1,396
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2349
0.0,0.0,1,1.0,16.0,0,1,1,0,0,1535
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1400
1.0,0.0,1,0.0,17.0,1,0,1,0,0,2590
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3501
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2249
4.0,0.0,1,0.0,15.0,0,1,0,1,0,1167
2.0,1.0,1,0.0,17.0,0,1,0,1,1,1603
12.0,3.0,1,1.0,14.0,0,1,1,0,1,868
1.0,0.0,1,0.0,15.0,0,1,1,0,0,68
3.0,0.0,1,0.0,17.0,0,1,0,1,0,803
1.0,2.0,1,0.0,15.0,0,1,1,0,1,1812
0.0,0.0,1,0.0,14.0,1,0,0,1,0,505
1.0,1.0,1,0.0,14.0,0,1,1,0,1,1899
3.0,1.0,2,1.0,15.0,0,1,1,0,1,2710
2.0,0.0,1,0.0,14.0,0,1,1,0,0,2211
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3284
2.0,0.0,1,0.0,17.0,0,1,1,0,0,2631
0.0,1.0,1,0.0,16.0,1,0,1,0,0,609
3.0,0.0,1,1.0,15.0,1,0,1,0,0,1187
1.0,0.0,1,0.0,16.0,0,1,1,0,0,1472
2.0,0.0,1,1.0,14.0,1,0,1,0,0,2208
2.0,0.0,1,0.0,16.0,1,0,1,0,0,180
0.0,0.0,1,0.0,15.0,0,1,1,0,0,433
3.0,0.0,1,0.0,15.0,0,1,1,0,0,1265
1.0,0.0,1,0.0,15.0,1,0,0,1,0,1129
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3049
4.0,1.0,1,0.0,15.0,1,0,1,0,1,2785
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3112
13.0,3.0,1,0.0,17.0,0,1,1,0,1,2391
0.0,1.0,1,0.0,16.0,0,1,0,1,0,762
0.0,0.0,1,0.0,16.0,1,0,1,0,0,30
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1510
0.0,0.0,2,1.0,17.0,0,1,1,0,0,722
0.0,0.0,1,0.0,17.0,1,0,1,0,0,307
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3130
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3472
1.0,0.0,1,0.0,17.0,1,0,1,0,0,3614
0.0,0.0,1,0.0,16.0,1,0,0,1,0,2619
9.0,1.0,1,0.0,17.0,0,1,0,1,1,201
3.0,1.0,1,0.0,15.0,0,1,0,1,1,2099
0.0,0.0,1,0.0,17.0,1,0,1,0,0,788
0.0,0.0,2,1.0,17.0,1,0,1,0,0,3128
0.0,0.0,1,0.0,16.0,0,1,1,0,0,786
6.0,1.0,1,1.0,16.0,0,1,1,0,1,367
4.0,0.0,1,1.0,14.0,0,1,0,1,0,1860
1.0,0.0,1,0.0,17.0,0,1,0,1,0,2502
0.0,1.0,1,0.0,14.0,1,0,1,0,0,72
2.0,0.0,1,0.0,16.0,0,1,1,0,0,1714
0.0,1.0,1,1.0,16.0,1,0,1,0,0,2830
3.0,0.0,1,0.0,15.0,1,0,1,0,0,2661
0.0,0.0,1,1.0,15.0,0,1,1,0,0,329
0.0,0.0,1,0.0,16.0,1,0,1,0,0,470
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1257
1.0,0.0,1,0.0,15.0,1,0,1,0,0,3025
0.0,0.0,2,1.0,15.0,0,1,1,0,0,2484
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2939
3.0,1.0,1,1.0,14.0,1,0,1,0,1,3194
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3762
2.0,2.0,1,0.0,17.0,0,1,1,0,1,25
0.0,0.0,1,0.0,15.0,0,1,0,1,0,495
0.0,0.0,2,0.0,14.0,1,0,1,0,0,3683
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1763
1.0,1.0,1,0.0,14.0,1,0,1,0,1,1914
2.0,0.0,1,0.0,15.0,1,0,1,0,0,3245
0.0,0.0,1,0.0,16.0,1,0,0,1,0,3744
0.0,0.0,1,0.0,15.0,1,0,1,0,0,677
0.0,0.0,2,1.0,17.0,1,0,0,1,0,2682
1.0,0.0,1,0.0,15.0,1,0,1,0,0,2797
5.0,0.0,2,1.0,15.0,0,1,1,0,0,3557
1.0,0.0,1,0.0,14.0,1,0,1,0,0,56
2.0,1.0,1,0.0,16.0,0,1,1,0,1,3207
0.0,2.0,1,0.0,14.0,1,0,1,0,0,3537
10.0,6.0,1,1.0,17.0,1,0,1,0,1,1008
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2427
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1624
2.0,0.0,1,0.0,16.0,0,1,1,0,0,2375
0.0,0.0,1,0.0,17.0,0,1,1,0,0,178
0.0,1.0,1,0.0,14.0,1,0,1,0,0,1462
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2485
3.0,1.0,1,0.0,15.0,0,1,1,0,1,1130
0.0,0.0,1,0.0,17.0,0,1,1,0,0,621
4.0,0.0,2,1.0,16.0,1,0,1,0,0,2953
3.0,0.0,1,0.0,15.0,0,1,1,0,0,490
1.0,0.0,2,0.0,16.0,0,1,1,0,0,603
0.0,0.0,1,1.0,15.0,0,1,1,0,0,2962
1.0,1.0,1,0.0,15.0,0,1,1,0,1,3352
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3093
0.0,0.0,1,1.0,14.0,1,0,1,0,0,2731
6.0,0.0,1,0.0,17.0,1,0,0,1,0,3068
2.0,0.0,1,0.0,17.0,1,0,1,0,0,2607
6.0,1.0,1,1.0,16.0,1,0,0,1,1,854
0.0,0.0,1,0.0,17.0,1,0,1,0,0,36
1.0,0.0,1,0.0,15.0,1,0,1,0,0,3174
7.0,0.0,1,1.0,14.0,0,1,1,0,0,410
2.0,1.0,1,0.0,15.0,1,0,1,0,1,2897
5.0,1.0,1,0.0,17.0,1,0,1,0,1,2518
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1566
9.0,11.0,1,0.0,15.0,1,0,1,0,1,1205
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1482
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2172
3.0,1.0,1,0.0,15.0,0,1,1,0,1,2875
1.0,3.0,1,0.0,15.0,1,0,0,1,1,1835
0.0,0.0,1,0.0,16.0,1,0,0,1,0,2466
0.0,0.0,1,0.0,16.0,0,1,1,0,0,269
2.0,0.0,1,0.0,14.0,1,0,0,1,0,1179
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1476
2.0,0.0,1,0.0,16.0,0,1,0,1,0,3473
2.0,0.0,1,0.0,15.0,0,1,1,0,0,785
0.0,1.0,1,0.0,15.0,1,0,1,0,0,1109
0.0,0.0,1,0.0,14.0,1,0,1,0,0,161
11.0,5.0,1,0.0,15.0,0,1,0,1,1,458
3.0,1.0,1,0.0,16.0,0,1,0,1,1,237
3.0,0.0,1,0.0,16.0,0,1,1,0,0,1552
6.0,5.0,2,1.0,15.0,0,1,1,0,1,397
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1486
2.0,1.0,1,0.0,15.0,0,1,1,0,1,971
0.0,0.0,1,1.0,17.0,1,0,1,0,0,2655
0.0,0.0,1,0.0,16.0,0,1,0,1,0,518
0.0,0.0,1,0.0,16.0,0,1,1,0,0,206
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3164
0.0,1.0,1,0.0,16.0,1,0,1,0,0,2741
2.0,0.0,1,0.0,15.0,0,1,0,1,0,2993
0.0,0.0,1,1.0,14.0,1,0,1,0,0,1249
10.0,5.0,2,0.0,16.0,0,1,0,1,1,2685
6.0,2.0,1,0.0,14.0,0,1,0,1,1,1682
0.0,1.0,1,0.0,17.0,1,0,1,0,0,637
0.0,0.0,2,1.0,16.0,1,0,1,0,0,121
2.0,3.0,1,0.0,14.0,1,0,1,0,1,2344
3.0,1.0,1,0.0,16.0,0,1,0,1,1,784
7.0,0.0,1,0.0,15.0,0,1,0,1,0,977
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3404
0.0,0.0,1,0.0,17.0,1,0,1,0,0,645
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1616
4.0,2.0,1,0.0,15.0,0,1,1,0,1,1172
8.0,2.0,1,1.0,17.0,1,0,1,0,1,563
0.0,0.0,1,1.0,14.0,0,1,1,0,0,3632
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2872
1.0,0.0,1,0.0,14.0,1,0,1,0,0,69
0.0,1.0,1,0.0,17.0,1,0,1,0,0,2512
0.0,0.0,1,1.0,16.0,1,0,1,0,0,3521
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1517
0.0,0.0,1,0.0,16.0,0,1,1,0,0,686
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1876
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3672
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3655
1.0,0.0,1,0.0,15.0,1,0,1,0,0,232
3.0,0.0,2,0.0,17.0,0,1,1,0,0,2163
3.0,0.0,1,0.0,14.0,0,1,0,1,0,980
2.0,0.0,1,0.0,16.0,0,1,0,1,0,169
0.0,0.0,1,0.0,17.0,1,0,1,0,0,3299
4.0,1.0,1,0.0,17.0,0,1,0,1,1,222
0.0,0.0,1,0.0,14.0,0,1,0,1,0,1087
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2787
2.0,3.0,1,0.0,16.0,0,1,1,0,1,1560
0.0,1.0,1,0.0,15.0,0,1,0,1,0,2218
0.0,0.0,1,1.0,15.0,1,0,1,0,0,84
5.0,0.0,1,0.0,15.0,1,0,1,0,0,442
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3319
1.0,0.0,1,0.0,15.0,0,1,1,0,0,3167
15.0,3.0,1,0.0,16.0,0,1,0,1,1,314
0.0,0.0,1,0.0,14.0,0,1,1,0,0,993
0.0,1.0,2,1.0,15.0,1,0,1,0,0,2799
5.0,3.0,1,0.0,15.0,1,0,1,0,1,2764
0.0,0.0,1,0.0,15.0,1,0,1,0,0,832
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1479
0.0,0.0,1,1.0,16.0,1,0,1,0,0,3368
1.0,0.0,1,0.0,14.0,0,1,1,0,0,1669
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2294
0.0,0.0,1,0.0,15.0,0,1,1,0,0,389
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3550
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1053
0.0,0.0,1,0.0,16.0,0,1,1,0,0,290
1.0,0.0,1,0.0,14.0,0,1,1,0,0,2250
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1635
1.0,0.0,1,0.0,15.0,1,0,1,0,0,3151
0.0,0.0,1,0.0,16.0,1,0,1,0,0,127
1.0,0.0,1,0.0,17.0,1,0,1,0,0,308
1.0,0.0,1,0.0,16.0,0,1,0,1,0,132
4.0,2.0,1,0.0,14.0,1,0,1,0,1,968
9.0,1.0,1,1.0,15.0,0,1,1,0,1,3725
3.0,1.0,1,0.0,15.0,0,1,1,0,1,2938
0.0,0.0,1,0.0,15.0,0,1,0,1,0,564
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1375
1.0,0.0,1,1.0,17.0,1,0,1,0,0,1734
2.0,0.0,1,0.0,15.0,0,1,1,0,0,3615
0.0,0.0,2,1.0,14.0,0,1,1,0,0,3738
3.0,0.0,1,0.0,14.0,0,1,1,0,0,2753
4.0,1.0,1,0.0,15.0,0,1,1,0,1,3665
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2829
5.0,4.0,2,1.0,16.0,0,1,1,0,1,2869
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1689
2.0,0.0,1,0.0,16.0,1,0,1,0,0,2121
0.0,0.0,1,1.0,16.0,0,1,1,0,0,2489
3.0,2.0,1,0.0,16.0,0,1,0,1,1,2971
1.0,1.0,1,0.0,16.0,0,1,1,0,1,3386
0.0,0.0,1,1.0,14.0,1,0,1,0,0,322
0.0,0.0,1,0.0,17.0,0,1,0,1,0,793
0.0,0.0,1,0.0,17.0,1,0,1,0,0,9
0.0,0.0,1,0.0,14.0,0,1,1,0,0,948
3.0,1.0,1,0.0,16.0,1,0,1,0,1,3382
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3160
0.0,0.0,1,0.0,15.0,1,0,1,0,0,402
1.0,2.0,2,1.0,14.0,1,0,1,0,1,65
8.0,0.0,1,1.0,14.0,0,1,1,0,0,2184
2.0,1.0,1,0.0,14.0,1,0,1,0,1,152
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1540
0.0,0.0,1,0.0,15.0,0,1,1,0,0,476
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1536
1.0,0.0,2,1.0,15.0,0,1,1,0,0,2943
0.0,0.0,1,0.0,14.0,1,0,1,0,0,357
0.0,0.0,1,0.0,16.0,1,0,1,0,0,252
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3700
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1518
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3558
8.0,1.0,1,0.0,15.0,0,1,1,0,1,2792
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2112
3.0,2.0,1,0.0,16.0,0,1,1,0,1,3290
1.0,2.0,1,0.0,16.0,1,0,1,0,1,3463
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3297
3.0,0.0,1,0.0,15.0,0,1,0,1,0,429
1.0,1.0,1,0.0,14.0,1,0,1,0,1,157
0.0,1.0,1,0.0,14.0,1,0,1,0,0,348
9.0,2.0,1,1.0,16.0,0,1,0,1,1,2399
3.0,0.0,1,0.0,17.0,1,0,1,0,0,3616
0.0,2.0,1,0.0,15.0,0,1,0,1,0,439
0.0,1.0,1,0.0,16.0,1,0,1,0,0,3624
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1026
6.0,0.0,1,0.0,15.0,1,0,0,1,0,2239
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2102
1.0,0.0,1,0.0,15.0,1,0,1,0,0,539
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1672
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2752
0.0,0.0,1,0.0,17.0,1,0,1,0,0,187
4.0,0.0,1,0.0,15.0,0,1,1,0,0,2723
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2289
6.0,0.0,1,1.0,17.0,1,0,1,0,0,138
0.0,0.0,1,0.0,15.0,0,1,1,0,0,403
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3008
10.0,1.0,1,0.0,16.0,0,1,1,0,1,3662
0.0,0.0,1,0.0,14.0,1,0,1,0,0,124
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2789
0.0,0.0,1,0.0,17.0,0,1,1,0,0,384
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1991
1.0,0.0,1,0.0,16.0,1,0,0,1,0,536
1.0,0.0,1,0.0,15.0,1,0,1,0,0,1133
5.0,1.0,1,0.0,14.0,0,1,0,1,1,1350
0.0,0.0,1,0.0,17.0,1,0,1,0,0,641
8.0,0.0,2,1.0,17.0,1,0,0,1,0,494
1.0,0.0,2,1.0,15.0,1,0,1,0,0,2699
1.0,0.0,1,0.0,16.0,0,1,1,0,0,3326
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2719
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3618
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1500
2.0,1.0,2,0.0,15.0,1,0,1,0,1,3731
2.0,0.0,1,0.0,14.0,1,0,1,0,0,338
2.0,0.0,1,0.0,16.0,0,1,1,0,0,2913
0.0,1.0,1,0.0,15.0,1,0,1,0,0,975
0.0,0.0,1,0.0,17.0,0,1,0,1,0,1954
4.0,0.0,1,0.0,17.0,1,0,1,0,0,522
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2120
6.0,5.0,1,0.0,16.0,0,1,1,0,1,289
0.0,0.0,1,0.0,14.0,1,0,1,0,0,951
2.0,0.0,1,0.0,15.0,0,1,1,0,0,1121
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2398
1.0,0.0,1,0.0,17.0,1,0,1,0,0,2383
1.0,0.0,1,0.0,17.0,0,1,1,0,0,1735
0.0,0.0,1,1.0,16.0,0,1,1,0,0,249
