umap_1,umap_2,umap_3,cluster
16.370504,0.29239804,-1.2518874,0
16.340696,0.33443454,-1.3090305,0
-3.1263466,24.841873,0.7270443,1
16.380913,0.31815287,-1.2419719,0
16.346815,0.30703017,-1.2557343,0
-1.0369558,5.208535,13.209478,4
16.417505,0.23469949,-1.1768754,0
16.40987,0.2993924,-1.2700351,0
16.384508,0.32094514,-1.2979813,0
-34.342587,-8.124206,-1.8219657,2
-34.342827,-8.124854,-1.823119,2
16.357609,0.2843981,-1.2596853,0
16.387493,0.2968661,-1.2573452,0
16.480463,0.23612857,-1.2402937,0
-1.0368689,5.2080293,13.2095,4
16.455027,0.24240807,-1.2180289,0
-11.519436,2.6169703,-8.949556,3
16.477333,0.3233302,-1.3020619,0
16.480602,0.28645164,-1.2647065,0
16.391727,0.25991565,-1.222815,0
16.420406,0.24989267,-1.2013167,0
16.498514,0.25383788,-1.2619323,0
16.433239,0.2985685,-1.2216977,0
-12.080172,2.105339,-8.732098,3
16.445618,0.20389235,-1.2126838,0
-12.644504,1.7785953,-9.607596,3
16.444668,0.31005567,-1.2514455,0
16.421911,0.23573406,-1.176916,0
16.431896,0.21484223,-1.1410955,0
16.485191,0.17985643,-1.1296179,0
-33.268208,-7.4778495,-2.2032487,2
16.549196,0.0960002,-1.1117582,0
-0.5092275,5.4605436,11.679798,4
16.445787,0.22291453,-1.1639299,0
16.359543,0.2918099,-1.2191547,0
16.431952,0.16311423,-1.1019394,0
-0.33876196,5.604088,11.380317,4
-12.188152,2.0243952,-8.879803,3
16.367859,0.2415855,-1.1870561,0
16.497688,0.14395529,-1.0899873,0
-12.171852,2.097547,-9.464078,3
-3.1288764,24.839502,0.72506756,1
16.402029,0.16679144,-1.0753806,0
16.219465,-0.07184536,-0.85690564,0
16.385649,0.23865522,-1.0887921,0
16.410376,0.15713577,-1.1196177,0
16.469347,0.24323879,-1.125363,0
16.481161,0.13808833,-1.1389227,0
16.404366,0.09572493,-1.0767415,0
16.376732,0.16105956,-1.1250178,0
16.556215,0.18094039,-1.1547614,0
-12.170935,2.0977592,-9.463054,3
16.337698,0.15943766,-1.085927,0
16.376625,0.06879054,-1.0562439,0
16.497498,0.019566184,-1.1146529,0
-12.059608,1.7074509,-7.926391,3
1.9087461,8.659105,6.699624,4
